;;;;;;;;;;;Package.Mass.Value;;
ID;WEEK COM;MONTH;ORIGIN;ORIGIN CITY;DESTINATION  (DROP LIST);MODE;UNITS;CARTON;GOH UNITS;TOTAL UNITS;WEIGHT;CBM;TYPE
924;5/23/2022;May;Turkey;Istanbul;US;Sea;20119;1057;0;20119;10570;76,104;FCL
925;5/23/2022;May;Turkey;Istanbul;US;Sea;17024;688;0;17024;9110;55,43;FCL
926;5/23/2022;May;Turkey;Istanbul;UK;Road;33029;1188;948;33977;12828;85,536;FTL
927;5/23/2022;May;Turkey;Istanbul;DE;Road;43556;1354;0;43556;13540;97,488;FTL
928;5/23/2022;May;Turkey;Istanbul;UK;Road;49303;1372;0;49303;13720;98,784;FTL
929;5/23/2022;May;Turkey;Istanbul;UK;Road;37539;1388;0;37539;13880;99,936;FTL
930;5/23/2022;May;Turkey;Istanbul;UK;Road;66249;1350;0;66249;13500;97,2;FTL
931;5/23/2022;May;Turkey;Istanbul;UK;Road;37233;1304;0;37233;13040;93,888;FTL
932;5/23/2022;May;Turkey;Istanbul;UK;Road;25812;1105;2829;28641;13879;79,56;FTL
933;5/23/2022;May;Turkey;Istanbul;DE;Road;24817;769;0;24817;7690;55,368;LTL
934;5/23/2022;May;Turkey;Istanbul;DE;Road;30557;796;0;30557;7960;57,312;LTL
935;5/23/2022;May;Turkey;Istanbul;DE;Road;38044;1118;1751;39795;12931;80,496;FTL
936;5/23/2022;May;Spain;Barcelona;CZ;Road;13741;530;0;13741;5300;38,16;FTL
937;5/23/2022;May;Spain;Barcelona;CZ;Road;10335;438;0;10335;4380;31,536;FTL
938;5/23/2022;May;Spain;Barcelona;CZ;Road;15732;952;0;15732;9520;68,544;FTL
939;5/23/2022;May;Spain;Barcelona;CZ;Road;15475;567;0;15475;5670;40,824;FTL
940;5/23/2022;May;Spain;Barcelona;CZ;Road;7275;413;0;7275;4130;29,736;FTL
941;5/30/2022;May;Turkey;Istanbul;UK;Road;9818;248;0;9818;2480;17,856;LTL
942;5/30/2022;May;Turkey;Istanbul;UK;Road;43268;1335;0;43268;13350;96,12;FTL
943;5/30/2022;May;Turkey;Istanbul;UK;Road;51951;1157;805;52756;12375;83,304;FTL
944;5/30/2022;May;Turkey;Istanbul;DE;Road;50637;1344;0;50637;13440;96,768;FTL
945;5/30/2022;May;Turkey;Istanbul;DE;Road;55060;1262;0;55060;12620;90,864;FTL
946;5/30/2022;May;Spain;Madrid;CZ;Road;35388;1374;0;35388;13740;98,928;FTL
947;5/30/2022;May;Spain;Madrid;CZ;Road;37538;1167;0;37538;11670;84,024;FTL
948;5/30/2022;May;Spain;Madrid;CZ;Road;32188;1464;0;32188;14640;105,408;FTL
949;5/30/2022;May;Spain;Barcelona;CZ;Road;12135;850;0;12135;8500;61,2;FTL
950;5/30/2022;May;Spain;Barcelona;CZ;Road;6789;350;0;6789;3500;25,2;FTL
951;5/30/2022;May;Spain;Barcelona;CZ;Road;25556;696;0;25556;6960;50,112;FTL
952;5/30/2022;May;Spain;Barcelona;CZ;Road;17288;680;0;17288;6800;48,96;FTL
953;5/30/2022;May;Spain;Barcelona;CZ;Road;16096;695;0;16096;6950;50,04;FTL
954;5/30/2022;May;Turkey;Istanbul;US;Sea;15471;692;0;15471;6920;49,824;FCL
955;5/30/2022;May;Turkey;Istanbul;US;Sea;20240;977;0;20240;9770;70,344;FCL
956;5/30/2022;May;Turkey;Istanbul;US;Sea;16438;952;0;16438;9520;68,544;FCL
957;6/6/2022;June;Turkey;Istanbul;UK;Road;29876;899;3261;33137;12251;64,728;FTL
958;6/6/2022;June;Turkey;Istanbul;UK;Road;31388;1073;0;31388;10730;77,256;LTL
959;6/6/2022;June;Turkey;Istanbul;UK;Road;43229;1402;0;43229;14020;100,944;FTL
960;6/6/2022;June;Turkey;Istanbul;DE;Road;14163;462;0;14163;4620;33,264;LTL
961;6/6/2022;June;Turkey;Istanbul;DE;Road;34986;1074;2228;37214;12968;77,328;FTL
962;6/6/2022;June;Turkey;Istanbul;UK;Road;375;30;0;375;300;2,16;LTL
963;6/6/2022;June;Turkey;Istanbul;DE;Road;38199;1268;0;38199;12680;91,296;FTL
964;6/6/2022;June;Spain;Madrid;CZ;Road;23062;1233;0;23062;12330;88,776;FTL
965;6/6/2022;June;Spain;Barcelona;CZ;Road;16365;743;0;16365;7430;53,496;FTL
966;6/6/2022;June;Spain;Barcelona;CZ;Road;9342;836;0;9342;8360;60,192;FTL
967;6/6/2022;June;Spain;Barcelona;CZ;Road;20688;772;0;20688;7720;55,584;FTL
968;6/6/2022;June;Turkey;Istanbul;US;Sea;21370;968;0;21370;9680;69,696;FCL
969;6/13/2022;June;Turkey;Istanbul;UK;Road;42368;1312;0;42368;13120;94,464;FTL
970;6/13/2022;June;Turkey;Istanbul;UK;Road;42076;1544;0;42076;15440;111,168;FTL
971;6/13/2022;June;Turkey;Istanbul;UK;Road;41900;1543;0;41900;15430;111,096;FTL
972;6/13/2022;June;Turkey;Istanbul;UK;Road;5203;150;0;5203;1500;10,8;LTL
973;6/13/2022;June;Turkey;Istanbul;DE;Road;22795;669;0;22795;6690;48,168;LTL
974;6/13/2022;June;Turkey;Istanbul;UK;Road;3497;78;0;3497;780;5,616;LTL
975;6/13/2022;June;Turkey;Istanbul;DE;Road;46091;1213;1356;47447;13486;87,336;FTL
976;6/13/2022;June;Turkey;Istanbul;UK;Road;45750;1410;0;45750;14100;101,52;FTL
977;6/13/2022;June;Turkey;Istanbul;DE;Road;44061;1533;0;44061;15330;110,376;FTL
978;6/13/2022;June;Spain;Barcelona;CZ;Road;30023;1169;0;30023;11690;84,168;FTL
979;6/13/2022;June;Spain;Barcelona;CZ;Road;11718;813;0;11718;8130;58,536;FTL
980;6/13/2022;June;Spain;Barcelona;CZ;Road;14665;721;0;14665;7210;51,912;FTL
981;6/13/2022;June;Spain;Barcelona;CZ;Road;24451;844;0;24451;8440;60,768;FTL
982;6/13/2022;June;Turkey;Istanbul;US;Sea;22110;990;0;22110;9900;71,28;FCL
983;6/13/2022;June;Turkey;Istanbul;US;Sea;20166;817;0;20166;8170;58,824;FCL
984;6/13/2022;June;Turkey;Istanbul;US;Sea;30231;1007;0;30231;10070;72,504;FCL
985;6/13/2022;June;Turkey;Istanbul;US;Sea;18785;926;0;18785;9260;66,672;FCL
986;6/20/2022;June;Turkey;Istanbul;UK;Road;26160;973;2117;28277;11847;70,056;FTL
987;6/20/2022;June;Turkey;Istanbul;DE;Road;41539;1281;0;41539;12810;92,232;FTL
988;6/20/2022;June;Turkey;Istanbul;UK;Road;48500;1478;0;48500;14780;106,416;FTL
989;6/20/2022;June;Turkey;Istanbul;DE;Road;4378;102;0;4378;1020;7,344;LTL
990;6/20/2022;June;Turkey;Istanbul;UK;Road;48402;1478;1288;49690;16068;106,416;FTL
991;6/20/2022;June;Turkey;Istanbul;UK;Road;37172;1229;1632;38804;13922;88,488;FTL
992;6/20/2022;June;Turkey;Istanbul;DE;Road;42775;1267;0;42775;12670;91,224;FTL
993;6/20/2022;June;Turkey;Istanbul;DE;Road;44694;1262;762;45456;13382;90,864;FTL
994;6/20/2022;June;Spain;Barcelona;CZ;Road;6727;281;0;6727;2810;20,232;FTL
995;6/20/2022;June;Spain;Madrid;CZ;Road;9320;750;0;9320;7500;54;FTL
996;6/20/2022;June;Spain;Barcelona;CZ;Road;12615;647;0;12615;6470;46,584;FTL
997;6/20/2022;June;Spain;Madrid;CZ;Road;30661;1193;0;30661;11930;85,896;FTL
998;6/20/2022;June;Spain;Barcelona;CZ;Road;18571;818;0;18571;8180;58,896;FTL
999;6/20/2022;June;Turkey;Istanbul;US;Sea;24889;1051;0;24889;10510;75,672;FCL
1000;6/20/2022;June;Turkey;Istanbul;US;Sea;27282;1023;0;27282;10230;73,656;FCL
1001;6/20/2022;June;Turkey;Istanbul;US;Sea;29673;1001;0;29673;10010;72,072;FCL
1002;6/20/2022;June;Turkey;Istanbul;US;Sea;23465;957;0;23465;9570;68,904;FCL
1003;6/20/2022;June;Turkey;Istanbul;US;Sea;27274;1184;0;27274;11840;85,248;FCL
1004;6/20/2022;June;Turkey;Istanbul;US;Air;3296;132;0;3296;1320;9,504;LTL
1005;6/20/2022;June;Turkey;Istanbul;US;Sea;15471;692;0;15471;6920;49,824;FCL
1006;6/20/2022;June;Turkey;Istanbul;US;Sea;17024;688;0;17024;6880;49,536;FCL
1007;6/20/2022;June;Turkey;Istanbul;US;Sea;21370;968;0;21370;9680;69,696;FCL
1008;6/20/2022;June;Turkey;Istanbul;US;Sea;21370;968;0;21370;9680;69,696;FCL
1009;6/20/2022;June;Turkey;Istanbul;US;Sea;22110;990;0;22110;9900;71,28;FCL
1010;6/20/2022;June;Turkey;Istanbul;US;Sea;16438;952;0;16438;9520;68,544;FCL
1011;6/20/2022;June;Turkey;Istanbul;US;Sea;20240;977;0;20240;9770;70,344;FCL
1012;6/20/2022;June;Turkey;Istanbul;US;Sea;20240;977;0;20240;9770;70,344;FCL
1013;6/20/2022;June;Turkey;Istanbul;US;Sea;20166;817;0;20166;8170;58,824;FCL
1014;6/20/2022;June;Turkey;Istanbul;US;Sea;20166;817;0;20166;8170;58,824;FCL
1015;6/20/2022;June;Turkey;Istanbul;US;Sea;20110;872;0;20110;8720;62,784;FCL
1016;6/20/2022;June;Turkey;Istanbul;US;Sea;22110;990;0;22110;9900;71,28;FCL
1017;6/20/2022;June;Turkey;Istanbul;US;Sea;30231;1007;0;30231;10070;66,25;FCL
1018;6/20/2022;June;Turkey;Istanbul;US;Sea;18785;926;0;18785;9260;66,672;FCL
1019;6/27/2022;June;Turkey;Istanbul;UK;Road;35049;1280;0;35049;12800;92,16;FTL
1020;6/27/2022;June;Turkey;Istanbul;UK;Road;25944;583;0;25944;5830;41,976;LTL
1021;6/27/2022;June;Turkey;Istanbul;UK;Road;39644;1446;0;39644;14460;104,112;FTL
1022;6/27/2022;June;Turkey;Istanbul;DE;Road;44876;1442;0;44876;14420;103,824;FTL
1023;6/27/2022;June;Turkey;Istanbul;UK;Road;33011;1338;0;33011;13380;96,336;FTL
1024;6/27/2022;June;Turkey;Istanbul;UK;Road;8069;293;0;8069;2930;21,096;LTL
1025;6/27/2022;June;Turkey;Istanbul;UK;Road;51868;1418;691;52559;14871;102,096;FTL
1026;6/27/2022;June;Turkey;Istanbul;DE;Road;17452;705;0;17452;7050;50,76;LTL
1027;6/27/2022;June;Turkey;Istanbul;UK;Air;3017;112;0;3017;1120;8,064;LTL
1028;6/27/2022;June;Spain;Madrid;CZ;Road;17712;619;0;17712;6190;44,568;FTL
1029;6/27/2022;June;Spain;Barcelona;CZ;Road;15755;994;0;15755;9940;71,568;FTL
1030;6/27/2022;June;Spain;Barcelona;CZ;Road;14998;829;0;14998;8290;59,688;FTL
1031;6/27/2022;June;Spain;Barcelona;CZ;Road;17128;763;0;17128;7630;54,936;FTL
1032;6/27/2022;June;Turkey;Istanbul;US;Air;1833;48;0;1833;480;3,456;LTL
1033;6/27/2022;June;Turkey;Istanbul;US;Sea;28761;1032;0;28761;10320;74,304;FCL
1034;6/27/2022;June;Turkey;Istanbul;US;Sea;23807;951;0;23807;9510;68,472;FCL
1035;6/27/2022;June;Turkey;Istanbul;US;Sea;23451;1039;0;23451;10390;74,808;FCL
1036;6/27/2022;June;Turkey;Istanbul;US;Sea;24889;1051;0;24889;10510;75,672;FCL
1037;6/27/2022;June;Turkey;Istanbul;US;Sea;23465;957;0;23465;9570;68,904;FCL
1038;6/27/2022;June;Turkey;Istanbul;US;Sea;27282;1023;0;27282;10230;73,656;FCL
1039;6/27/2022;June;Turkey;Istanbul;US;Sea;24889;1051;0;24889;10510;75,672;FCL
1040;6/27/2022;June;Turkey;Istanbul;US;Sea;23465;957;0;23465;9570;68,904;FCL
1041;7/4/2022;July;Turkey;Istanbul;UK;Road;47157;1357;0;47157;13570;97,704;FTL
1042;7/4/2022;July;Turkey;Istanbul;UK;Road;30742;1341;0;30742;13410;96,552;FTL
1043;7/4/2022;July;Turkey;Istanbul;DE;Road;13515;580;0;13515;5800;41,76;LTL
1044;7/4/2022;July;Turkey;Istanbul;UK;Road;4060;107;0;4060;1070;7,704;LTL
1045;7/4/2022;July;Turkey;Istanbul;DE;Road;40738;1039;1380;42118;11770;74,808;FTL
1046;7/4/2022;July;Turkey;Istanbul;DE;Road;43782;1381;0;43782;13810;99,432;FTL
1047;7/4/2022;July;Turkey;Istanbul;UK;Road;43031;1234;964;43995;13304;88,848;FTL
1048;7/4/2022;July;Turkey;Istanbul;DE;Road;9577;399;0;9577;3990;28,728;LTL
1049;7/4/2022;July;Turkey;Istanbul;DE;Road;38759;1354;0;38759;13540;97,488;FTL
1050;7/4/2022;July;Turkey;Istanbul;UK;Air;1438;64;0;1438;640;4,608;LTL
1051;7/4/2022;July;Spain;Barcelona;CZ;Road;18180;817;0;18180;8170;58,824;FTL
1052;7/4/2022;July;Spain;Madrid;CZ;Road;23980;939;0;23980;9390;67,608;FTL
1053;7/4/2022;July;Spain;Barcelona;CZ;Road;12608;638;0;12608;6380;45,936;FTL
1054;7/4/2022;July;Turkey;Istanbul;US;Air;1024;34;0;1024;340;2,448;LCL
1055;7/4/2022;July;Turkey;Istanbul;US;Sea;27274;1184;0;27274;11840;85,248;FCL
1056;7/4/2022;July;Turkey;Istanbul;US;Sea;29673;1001;0;29673;10010;72,072;FCL
1057;7/4/2022;July;Turkey;Istanbul;US;Sea;28761;1032;0;28761;10320;74,304;FCL
1058;7/4/2022;July;Turkey;Istanbul;US;Sea;23807;951;0;23807;9510;68,472;FCA
1059;7/4/2022;July;Turkey;Istanbul;US;Sea;17415;818;0;17415;8180;58,896;FCL
1060;7/4/2022;July;Turkey;Istanbul;US;Sea;23451;1039;0;23451;10390;74,808;FCA
1061;7/4/2022;July;Turkey;Istanbul;US;Sea;27274;1184;0;27274;11840;85,248;FCL
1062;7/4/2022;July;Turkey;Istanbul;US;Sea;23807;951;0;23807;9510;68,472;FCL
1063;7/4/2022;July;Turkey;Istanbul;US;Sea;23451;1039;0;23451;10390;74,808;FCL
1064;7/11/2022;July;Turkey;Istanbul;US;Air;468;40;0;468;400;2,88;LCL
1065;7/11/2022;July;Turkey;Istanbul;US;Air;468;40;0;468;400;2,88;LCL
1066;7/11/2022;July;Turkey;Istanbul;US;Air;278;19;0;278;190;1,368;LCL
1067;7/11/2022;July;Turkey;Istanbul;US;Air;278;19;0;278;190;1,368;LCL
1068;7/11/2022;July;Turkey;Istanbul;US;Sea;23693;1227;0;23693;12270;61,322;FCL
1069;7/11/2022;July;Turkey;Istanbul;US;Sea;31570;1003;0;31570;10030;62,646;FCL
1070;7/11/2022;July;Turkey;Istanbul;UK;Road;39312;1298;1401;31570;14381;93,456;FTL
1071;7/11/2022;July;Turkey;Istanbul;UK;Road;7902;313;0;7902;3130;22,536;LTL
1072;7/11/2022;July;Turkey;Istanbul;UK;Road;29164;1624;0;29164;16240;116,928;FTL
1073;7/11/2022;July;Turkey;Istanbul;DE;Road;38134;1407;0;38134;14070;101,304;FTL
1074;7/11/2022;July;Spain;Barcelona;CZ;Road;12666;802;0;12666;8020;57,744;FTL
1075;7/11/2022;July;Spain;Madrid;CZ;Road;19023;746;0;19023;7460;53,712;FTL
1076;7/11/2022;July;Spain;Barcelona;CZ;Road;11442;580;0;11442;5800;41,76;FTL
1077;7/18/2022;July;Turkey;Istanbul;UK;Road;40769;1316;0;40769;13160;94,752;FTL
1078;7/18/2022;July;Turkey;Istanbul;UK;Road;31453;1313;0;31453;13130;94,536;FTL
1079;7/18/2022;July;Turkey;Istanbul;UK;Road;14443;1129;0;14443;11290;81,288;LTL
1080;7/18/2022;July;Turkey;Istanbul;DE;Road;45801;1279;0;45801;12790;92,088;FTL
1081;7/18/2022;July;Spain;Barcelona;CZ;Road;4310;566;0;4310;5660;40,752;FTL
1082;7/18/2022;July;Spain;Barcelona;CZ;Road;11627;657;0;11627;6570;47,304;FTL
1083;7/18/2022;July;Spain;Madrid;CZ;Road;14711;504;0;14711;5040;36,288;FTL
1084;7/18/2022;July;Spain;Barcelona;CZ;Road;13984;759;0;13984;7590;54,648;FTL
1085;7/25/2022;July;Turkey;Istanbul;UK;Road;41028;1418;0;41028;14180;102,096;FTL
1086;7/25/2022;July;Spain;Barcelona;CZ;Road;16761;955;0;16761;9550;68,76;FTL
1087;7/25/2022;July;Spain;Barcelona;CZ;Road;9860;977;0;9860;9770;70,344;FTL
1088;7/25/2022;July;Spain;Barcelona;CZ;Road;8404;590;0;8404;5900;42,48;FTL
1089;7/25/2022;July;Spain;Madrid;CZ;Road;12973;557;0;12973;5570;40,104;FTL
1090;7/25/2022;July;Spain;Barcelona;CZ;Road;18748;832;0;18748;8320;59,904;FTL
1091;8/1/2022;August;Turkey;Istanbul;UK;Road;25368;766;0;25368;7660;55,152;LTL
1092;8/1/2022;August;Turkey;Istanbul;UK;Road;45064;1342;0;45064;13420;96,624;FTL
1093;8/1/2022;August;Turkey;Istanbul;UK;Road;23832;1417;0;23832;14170;102,024;FTL
1094;8/1/2022;August;Turkey;Istanbul;UK;Road;32831;1328;0;32831;13280;95,616;FTL
1095;8/1/2022;August;Turkey;Istanbul;UK;Road;38073;1464;0;38073;14640;105,408;FTL
1096;8/1/2022;August;Turkey;Istanbul;DE;Road;6794;272;0;6794;2720;19,584;LTL
1097;8/1/2022;August;Turkey;Istanbul;DE;Road;1543;128;0;1543;1280;9,216;LTL
1098;8/1/2022;August;Turkey;Istanbul;UK;Road;15689;718;4585;20274;11765;51,696;FTL
1099;8/1/2022;August;Spain;Barcelona;CZ;Road;21868;890;0;21868;8900;64,08;FTL
1100;8/1/2022;August;Spain;Madrid;CZ;Road;10720;591;0;10720;5910;42,552;FTL
1101;8/1/2022;August;Spain;Barcelona;CZ;Road;25915;1084;0;25915;10840;78,048;FTL
1102;8/1/2022;August;Spain;Barcelona;CZ;Road;9475;673;0;9475;6730;48,456;FTL
1103;8/1/2022;August;Spain;Barcelona;CZ;Road;13709;668;0;13709;6680;48,096;FTL
1104;8/8/2022;August;Spain;Barcelona;CZ;Road;19940;940;0;19940;9400;67,68;FTL
1105;8/8/2022;August;Spain;Barcelona;CZ;Road;4967;343;0;4967;3430;24,696;FTL
1106;8/8/2022;August;Spain;Barcelona;CZ;Road;9224;601;0;9224;6010;43,272;FTL
1107;8/8/2022;August;Spain;Barcelona;CZ;Road;9994;631;0;9994;6310;45,432;FTL
1108;8/8/2022;August;Spain;Madrid;CZ;Road;10473;529;0;10473;5290;38,088;FTL
1109;8/8/2022;August;Spain;Barcelona;CZ;Road;22748;1158;0;22748;11580;83,376;FTL
1110;8/8/2022;August;Spain;Barcelona;CZ;Road;12336;670;0;12336;6700;48,24;FTL
1111;8/8/2022;August;Turkey;Istanbul;US;Sea;20712;1150;0;20712;11500;65,508;FCL
1112;8/8/2022;August;Turkey;Istanbul;US;Sea;17446;536;0;17446;5360;65,963;FCL
1113;8/8/2022;August;Turkey;Istanbul;US;Sea;30959;891;0;30959;8910;65,152;FCL
1114;8/8/2022;August;Turkey;Istanbul;US;Sea;27404;1065;0;27404;10650;65,869;FCL
1115;8/8/2022;August;Turkey;Istanbul;UK;Road;31851;1363;0;31851;13630;98,13;FTL
1116;8/8/2022;August;Turkey;Istanbul;UK;Road;5583;380;0;5583;3800;27,36;LTL
1117;8/8/2022;August;Turkey;Istanbul;DE;Road;33237;1223;1992;35229;14222;92,55;FTL
1118;8/8/2022;August;Turkey;Istanbul;DE;Road;29558;1093;1237;30795;12167;82,82;FTL
1119;8/15/2022;August;Turkey;Istanbul;US;Sea;17446;536;0;17446;5360;65,963;FCL
1120;8/15/2022;August;Turkey;Istanbul;US;Sea;30959;891;0;30959;8910;65,152;FCL
1121;8/15/2022;August;Turkey;Istanbul;US;Sea;20712;1150;0;20712;11500;65,508;FCL
1122;8/15/2022;August;Turkey;Istanbul;US;Sea;27404;1065;0;27404;10650;65,869;FCL
1123;8/15/2022;August;Turkey;Istanbul;US;Sea;15633;894;0;15633;8940;65,36;FCL
1124;8/15/2022;August;Turkey;Istanbul;US;Sea;18522;931;0;18522;9310;66,35;FCL
1125;8/15/2022;August;Turkey;Istanbul;US;Sea;20177;1101;0;20177;11010;65,97;FCL
1126;8/15/2022;August;Turkey;Istanbul;UK;Road;13849;927;0;13849;9270;66,744;LTL
1127;8/15/2022;August;Turkey;Istanbul;DE;Road;26375;1206;399;26774;12459;86,832;FTL
1128;8/15/2022;August;Turkey;Istanbul;UK;Road;33005;1422;0;33005;14220;102,384;FTL
1129;8/15/2022;August;Turkey;Istanbul;DE;Road;24033;1249;0;24033;12490;89,928;FTL
1130;8/15/2022;August;Turkey;Istanbul;DE;Road;20948;1097;1575;22523;12545;78,984;FTL
1131;8/15/2022;August;Turkey;Istanbul;DE;Road;10566;310;0;10566;3100;22,32;LTL
1132;8/15/2022;August;Spain;Barcelona;CZ;Road;17311;789;0;17311;7890;56,808;FTL
1133;8/15/2022;August;Spain;Madrid;CZ;Road;16400;741;0;16400;7410;53,352;FTL
1134;8/15/2022;August;Spain;Barcelona;CZ;Road;18302;778;0;18302;7780;56,016;FTL
1135;8/15/2022;August;Spain;Barcelona;CZ;Road;19995;1149;0;19995;11490;82,728;FTL
1136;8/15/2022;August;Spain;Barcelona;CZ;Road;10307;656;0;10307;6560;47,232;FTL
1137;8/15/2022;August;Spain;Barcelona;CZ;Road;10441;740;0;10441;7400;53,28;FTL
1138;8/15/2022;August;Spain;Barcelona;CZ;Road;9861;628;0;9861;6280;45,216;FTL
1139;8/22/2022;August;Turkey;Istanbul;DE;Road;26057;1351;0;26057;13510;97,272;FTL
1140;8/22/2022;August;Turkey;Istanbul;UK;Road;20665;927;3188;23853;12458;66,744;FTL
1141;8/22/2022;August;Turkey;Istanbul;UK;Road;20602;1046;0;20602;10460;75,312;LTL
1142;8/22/2022;August;Turkey;Istanbul;UK;Road;24495;1298;0;24495;12980;93,456;LTL
1143;8/22/2022;August;Spain;Madrid;CZ;Road;17933;1270;0;17933;12700;91,44;FTL
1144;8/22/2022;August;Spain;Barcelona;CZ;Road;9677;703;0;9677;7030;50,616;FTL
1145;8/22/2022;August;Spain;Barcelona;CZ;Road;23890;836;0;23890;8360;60,192;FTL
1146;8/22/2022;August;Spain;Barcelona;CZ;Road;15776;802;0;15776;8020;57,744;FTL
1147;8/22/2022;August;Spain;Barcelona;CZ;Road;7072;672;0;7072;6720;48,384;FTL
1148;8/22/2022;August;Spain;Barcelona;CZ;Road;11750;611;0;11750;6110;43,992;FTL
1149;8/22/2022;August;Turkey;Istanbul;US;Sea;18522;931;0;18522;9310;67,032;FCL
1150;8/22/2022;August;Turkey;Istanbul;US;Sea;15633;894;0;15633;8940;64,368;FCL
1151;8/22/2022;August;Turkey;Istanbul;US;Sea;20177;1101;0;20177;11010;79,272;FCL
